ID,Age,Gender,Income,Debt_Ratio,Employment_Years,Loan_Amount,Loan_Approved
CLIENT_01743,25,Female,56469.46,0.829,8,36666.96,0
CLIENT_01744,41,Male,59564.72,0.839,2,14015.51,0
CLIENT_01745,53,Female,23666.88,0.46,28,36720.37,0
CLIENT_01746,57,Female,67047.51,0.797,18,25785.59,0
CLIENT_01747,25,Female,41670.45,0.468,31,40681.9,0
CLIENT_01748,48,Male,35604.07,0.283,6,21978.7,0
CLIENT_01749,38,Male,30799.84,0.264,27,30718.67,1
CLIENT_01750,33,Female,50964.01,0.794,17,24390.91,0
CLIENT_01751,43,Male,44907.57,0.188,4,23556.82,0
CLIENT_01752,38,Female,52416.14,0.514,22,28883.96,0
CLIENT_01753,31,Female,52804.42,0.494,21,33052.11,0
CLIENT_01754,22,Female,57171.69,0.642,25,6256.53,0
CLIENT_01755,43,Male,100525.68,0.449,11,46504.5,1
CLIENT_01756,47,Female,45793.84,0.268,18,5000.0,1
CLIENT_01757,39,Female,30308.53,0.186,0,14727.82,0
CLIENT_01758,35,Male,18000.0,0.547,2,23585.96,0
CLIENT_01759,68,Female,21093.66,0.625,26,31185.34,0
CLIENT_01760,50,Male,69706.97,0.506,17,48642.59,0
CLIENT_01761,33,Male,59398.49,0.641,29,5000.0,1
CLIENT_01762,57,Male,18000.28,0.163,1,17384.59,0
CLIENT_01763,56,Male,94284.25,0.756,4,5000.0,0
CLIENT_01764,33,Female,51535.29,0.516,28,25474.33,0
CLIENT_01765,28,Male,54206.33,0.151,32,29075.25,1
CLIENT_01766,50,Male,89884.5,0.42,19,48861.94,1
CLIENT_01767,32,Male,79789.11,0.726,29,26809.52,1
CLIENT_01768,54,Female,60622.75,0.768,4,40660.38,0
CLIENT_01769,27,Female,61584.28,0.262,20,33757.56,0
CLIENT_01770,68,Male,63455.7,0.619,14,18471.28,1
CLIENT_01771,36,Male,40180.66,0.13,19,5000.0,1
CLIENT_01772,53,Female,50735.86,0.077,7,29125.03,0
CLIENT_01773,32,Male,56486.41,0.498,30,5000.0,1
CLIENT_01774,44,Male,42464.35,0.606,11,44428.11,0
CLIENT_01775,47,Male,25691.61,0.687,20,22569.07,0
CLIENT_01776,55,Female,39677.39,0.322,29,42927.66,0
CLIENT_01777,67,Male,25241.35,0.055,26,17796.78,1
CLIENT_01778,55,Male,46287.45,0.434,25,29032.76,1
CLIENT_01779,50,Male,18000.0,0.063,32,28140.23,1
CLIENT_01780,25,Female,51820.77,0.124,25,24324.34,1
CLIENT_01781,38,Male,18000.0,0.311,25,18510.11,1
CLIENT_01782,56,Female,36930.54,0.4,0,30886.84,0
CLIENT_01783,34,Male,55082.02,0.274,14,11107.55,1
CLIENT_01784,62,Male,60822.93,0.515,0,6858.47,0
CLIENT_01785,60,Female,58447.18,0.094,10,43642.4,0
CLIENT_01786,36,Male,51394.68,0.166,1,35907.52,0
CLIENT_01787,50,Female,22614.53,0.606,0,25988.37,0
CLIENT_01788,50,Female,64612.17,0.164,30,49977.14,1
CLIENT_01789,32,Female,23071.97,0.562,15,20983.52,0
CLIENT_01790,53,Male,66891.52,0.094,21,44840.55,1
CLIENT_01791,23,Female,57554.1,0.376,17,27633.61,0
CLIENT_01792,68,Male,72178.03,0.192,16,9628.74,1
CLIENT_01793,35,Female,45497.37,0.138,29,52720.6,1
CLIENT_01794,41,Female,28624.72,0.504,9,39860.66,0
CLIENT_01795,43,Female,19146.95,0.793,34,23184.68,0
CLIENT_01796,32,Male,21368.41,0.094,20,35907.57,0
CLIENT_01797,48,Female,18000.0,0.387,15,18944.45,0
CLIENT_01798,24,Male,63840.06,0.616,5,37437.24,0
CLIENT_01799,38,Female,66348.34,0.42,2,5000.0,0
CLIENT_01800,65,Male,56074.0,0.695,20,9702.98,1
CLIENT_01801,49,Male,44339.18,0.194,12,39688.9,0
CLIENT_01802,50,Female,86219.19,0.818,17,21255.17,0
CLIENT_01803,42,Female,43037.03,0.358,23,28113.13,0
CLIENT_01804,68,Male,49418.34,0.323,26,5000.0,1
CLIENT_01805,37,Female,44042.97,0.75,3,52718.0,0
CLIENT_01806,58,Male,38233.84,0.501,21,42857.94,0
CLIENT_01807,41,Male,57619.49,0.463,23,21989.72,1
CLIENT_01808,27,Male,32330.07,0.632,9,18929.56,0
CLIENT_01809,40,Male,30988.44,0.514,1,40444.07,0
CLIENT_01810,26,Male,58629.39,0.18,5,54737.06,0
CLIENT_01811,24,Female,35047.83,0.589,17,39306.4,0
CLIENT_01812,22,Male,47669.64,0.157,16,57577.04,0
CLIENT_01813,59,Male,38173.44,0.695,22,11164.73,0
CLIENT_01814,36,Female,44768.97,0.842,29,12709.2,0
CLIENT_01815,55,Male,31534.22,0.352,20,7165.88,1
CLIENT_01816,56,Male,32188.22,0.406,9,31626.41,0
CLIENT_01817,46,Female,28605.36,0.087,12,27634.05,0
CLIENT_01818,45,Female,61866.6,0.061,11,22720.73,0
CLIENT_01819,33,Female,48437.7,0.787,8,37138.88,0
CLIENT_01820,39,Female,63371.02,0.153,3,43484.93,0
CLIENT_01821,36,Female,65507.73,0.407,23,5000.0,1
CLIENT_01822,65,Male,35801.71,0.702,33,16045.42,1
CLIENT_01823,37,Female,62631.7,0.761,4,37302.15,0
CLIENT_01824,48,Male,44717.59,0.466,14,17983.92,0
CLIENT_01825,29,Female,41826.53,0.502,3,13026.91,0
CLIENT_01826,67,Male,70047.34,0.586,7,40278.06,0
CLIENT_01827,46,Female,56075.37,0.819,23,5657.5,0
CLIENT_01828,38,Male,37951.51,0.532,27,20476.3,1
CLIENT_01829,50,Female,54775.87,0.498,26,29929.66,0
CLIENT_01830,29,Male,19685.75,0.062,0,16392.7,0
CLIENT_01831,36,Female,49946.26,0.115,33,36747.33,1
CLIENT_01832,48,Female,18000.0,0.512,16,16466.85,0
CLIENT_01833,67,Male,25312.01,0.799,25,46129.29,0
CLIENT_01834,28,Female,56692.79,0.743,23,23113.81,0
CLIENT_01835,24,Female,18000.0,0.836,20,35069.05,0
CLIENT_01836,50,Female,81050.24,0.472,29,36190.36,1
CLIENT_01837,65,Male,61689.85,0.68,12,15586.9,1
CLIENT_01838,45,Male,18000.0,0.722,2,5000.0,0
CLIENT_01839,24,Male,92969.97,0.568,31,30411.34,1
CLIENT_01840,41,Male,98482.08,0.321,34,26084.33,1
CLIENT_01841,67,Female,41390.17,0.426,18,33337.39,0
CLIENT_01842,36,Male,26470.22,0.736,13,21602.09,0
CLIENT_01843,46,Female,78726.07,0.289,21,18543.58,1
CLIENT_01844,51,Male,38124.2,0.789,16,55127.1,0
CLIENT_01845,35,Female,48220.79,0.234,3,5000.0,0
CLIENT_01846,28,Female,69345.79,0.65,18,36009.26,0
CLIENT_01847,38,Female,41929.77,0.554,1,16380.97,0
CLIENT_01848,65,Male,40178.91,0.65,14,19963.32,0
CLIENT_01849,41,Male,19552.1,0.4,1,20243.46,0
CLIENT_01850,57,Male,32389.14,0.796,10,12948.49,0
CLIENT_01851,30,Male,39784.6,0.556,22,33568.36,0
CLIENT_01852,59,Male,20228.74,0.281,9,45859.65,0
CLIENT_01853,69,Male,22041.28,0.561,2,32050.2,0
CLIENT_01854,43,Male,45672.03,0.279,4,26550.73,0
CLIENT_01855,23,Female,18000.0,0.285,2,10203.39,0
CLIENT_01856,45,Male,27416.74,0.37,12,32752.38,0
CLIENT_01857,29,Male,83891.88,0.732,18,57345.24,0
CLIENT_01858,32,Male,38090.63,0.45,34,19289.58,1
CLIENT_01859,34,Female,35585.53,0.593,23,19360.25,0
CLIENT_01860,38,Female,38001.08,0.364,23,16583.66,0
CLIENT_01861,29,Female,38316.95,0.261,16,17658.79,0
CLIENT_01862,42,Female,56497.38,0.814,9,5000.0,0
CLIENT_01863,39,Male,55097.32,0.533,1,31075.53,0
CLIENT_01864,51,Female,37184.83,0.797,22,12316.72,0
CLIENT_01865,39,Male,40723.25,0.213,5,5000.0,0
CLIENT_01866,67,Male,71255.46,0.168,1,36297.85,1
CLIENT_01867,68,Female,18000.0,0.735,20,8769.73,0
CLIENT_01868,52,Female,43848.36,0.595,34,19919.96,0
CLIENT_01869,59,Male,47704.93,0.199,28,46996.64,1
CLIENT_01870,53,Female,29466.34,0.265,6,5000.0,0
CLIENT_01871,32,Female,42697.27,0.691,28,5000.0,0
CLIENT_01872,66,Male,26766.47,0.413,22,29039.59,1
CLIENT_01873,46,Male,57743.38,0.586,32,42242.31,1
CLIENT_01874,54,Male,18235.87,0.305,7,5000.0,0
CLIENT_01875,59,Male,66246.67,0.355,11,31115.35,1
CLIENT_01876,62,Male,43533.9,0.843,9,33714.99,0
CLIENT_01877,29,Male,36039.32,0.248,14,5000.0,0
CLIENT_01878,32,Male,24906.06,0.455,23,36977.52,0
CLIENT_01879,43,Female,65613.16,0.726,25,38149.09,0
CLIENT_01880,45,Female,31962.76,0.241,2,20323.22,0
CLIENT_01881,62,Female,21655.03,0.382,1,43785.2,0
CLIENT_01882,38,Male,66029.27,0.542,5,42046.83,0
CLIENT_01883,33,Female,26913.88,0.435,20,26546.77,0
CLIENT_01884,67,Female,43110.35,0.418,8,18228.32,0
CLIENT_01885,53,Female,61376.08,0.34,9,10407.58,0
CLIENT_01886,36,Male,48159.15,0.519,2,24436.55,0
CLIENT_01887,37,Female,79617.03,0.549,23,33546.38,0
CLIENT_01888,43,Male,28300.99,0.573,21,20137.35,0
CLIENT_01889,49,Male,40789.77,0.106,13,5000.0,1
CLIENT_01890,41,Female,42336.44,0.555,26,44030.71,0
CLIENT_01891,54,Female,57424.7,0.813,32,27853.35,0
CLIENT_01892,31,Male,70772.46,0.483,21,19305.63,1
CLIENT_01893,61,Female,46472.33,0.622,28,37857.38,0
CLIENT_01894,53,Female,42246.72,0.495,18,47869.58,0
CLIENT_01895,54,Male,18000.0,0.734,18,5000.0,0
CLIENT_01896,23,Female,47247.62,0.794,5,31513.95,0
CLIENT_01897,54,Male,31994.0,0.197,18,5000.0,1
CLIENT_01898,54,Female,57368.73,0.399,12,32486.66,0
CLIENT_01899,62,Male,36806.32,0.364,25,26918.91,1
CLIENT_01900,34,Male,40187.24,0.374,21,34535.9,1
CLIENT_01901,51,Female,18000.0,0.15,20,17511.29,0
CLIENT_01902,54,Female,18000.0,0.701,1,5000.0,0
CLIENT_01903,34,Female,82219.74,0.079,29,18244.48,1
CLIENT_01904,47,Female,47593.68,0.473,26,31102.71,0
CLIENT_01905,43,Female,53086.71,0.58,6,40230.88,0
CLIENT_01906,60,Female,26754.1,0.216,19,7422.53,1
CLIENT_01907,23,Female,62510.47,0.775,30,40405.91,0
CLIENT_01908,59,Female,58902.8,0.721,22,15281.92,0
CLIENT_01909,60,Male,28951.46,0.427,12,30436.75,0
CLIENT_01910,47,Female,23809.89,0.379,16,17351.59,0
CLIENT_01911,67,Male,30349.45,0.239,3,27732.56,0
CLIENT_01912,36,Female,44434.35,0.634,13,38378.16,0
CLIENT_01913,55,Female,48342.14,0.155,19,6594.79,1
CLIENT_01914,63,Female,45767.88,0.594,12,14801.41,0
CLIENT_01915,65,Female,70974.6,0.724,2,27774.44,0
CLIENT_01916,61,Female,30700.86,0.233,25,61023.75,0
CLIENT_01917,32,Male,23266.76,0.743,25,12052.15,0
CLIENT_01918,24,Female,45001.98,0.077,17,55602.01,0
CLIENT_01919,27,Male,18000.0,0.78,31,55066.35,0
CLIENT_01920,30,Male,58914.75,0.145,13,23540.33,1
CLIENT_01921,27,Male,46959.27,0.567,2,20527.71,0
CLIENT_01922,30,Female,38239.24,0.25,0,14619.02,0
CLIENT_01923,60,Male,37128.94,0.719,25,23976.96,0
CLIENT_01924,52,Female,63199.92,0.46,23,5000.0,1
CLIENT_01925,53,Male,62562.96,0.158,34,23856.41,1
CLIENT_01926,62,Male,40072.56,0.507,13,47453.2,0
CLIENT_01927,33,Male,56835.38,0.376,2,15833.72,0
CLIENT_01928,29,Male,62267.41,0.579,12,21389.14,0
CLIENT_01929,29,Female,51710.52,0.756,13,5000.0,0
CLIENT_01930,49,Male,40890.7,0.378,20,30610.93,1
CLIENT_01931,41,Male,52623.35,0.282,25,28967.23,1
CLIENT_01932,68,Male,24218.27,0.062,2,25955.54,0
CLIENT_01933,28,Male,46422.11,0.51,3,21747.59,0
CLIENT_01934,32,Male,40337.47,0.372,0,20608.63,0
CLIENT_01935,41,Male,37202.69,0.35,32,32528.5,1
CLIENT_01936,37,Female,18000.0,0.196,6,24567.75,0
CLIENT_01937,25,Female,24448.04,0.394,10,29724.58,0
CLIENT_01938,27,Female,35282.1,0.838,26,28224.74,0
CLIENT_01939,43,Female,62900.78,0.288,13,41851.41,0
CLIENT_01940,47,Male,50716.47,0.53,21,35154.91,0
CLIENT_01941,24,Male,63793.48,0.671,15,27892.93,0
CLIENT_01942,62,Female,69858.27,0.649,11,47776.33,0
CLIENT_01943,63,Male,51586.18,0.313,9,31304.03,0
CLIENT_01944,35,Female,47805.87,0.539,23,44574.44,0
CLIENT_01945,32,Male,25540.12,0.747,17,34104.14,0
CLIENT_01946,39,Male,84733.43,0.062,21,5000.0,1
CLIENT_01947,33,Male,18000.0,0.399,8,44572.52,0
CLIENT_01948,44,Female,47374.68,0.229,16,27027.64,0
CLIENT_01949,33,Female,61655.98,0.361,12,24220.68,0
CLIENT_01950,34,Female,61934.75,0.383,5,29220.23,0
CLIENT_01951,46,Male,21898.22,0.647,20,19825.25,0
CLIENT_01952,66,Male,36601.94,0.125,6,28405.43,1
CLIENT_01953,40,Male,29020.9,0.46,24,16121.86,0
CLIENT_01954,67,Male,18000.0,0.501,10,44114.08,0
CLIENT_01955,57,Female,47606.53,0.445,13,23296.18,0
CLIENT_01956,66,Male,30647.69,0.635,28,19261.24,1
CLIENT_01957,29,Female,75109.65,0.357,9,11126.11,0
CLIENT_01958,50,Female,57303.49,0.806,4,29031.64,0
CLIENT_01959,53,Male,45828.04,0.435,7,27806.61,0
CLIENT_01960,65,Female,35546.01,0.507,4,30826.37,0
CLIENT_01961,39,Male,47302.32,0.71,23,9591.22,0
CLIENT_01962,27,Male,39882.52,0.27,25,5000.0,1
CLIENT_01963,39,Male,46390.78,0.11,5,34383.87,0
CLIENT_01964,40,Female,83032.72,0.616,15,47269.63,0
CLIENT_01965,43,Male,23704.88,0.436,11,9604.7,0
CLIENT_01966,58,Female,41627.16,0.767,10,48841.62,0
CLIENT_01967,53,Female,59127.77,0.836,2,29258.67,0
CLIENT_01968,62,Male,36997.18,0.369,5,24894.06,0
CLIENT_01969,24,Female,76610.84,0.382,18,19036.77,0
CLIENT_01970,49,Female,58569.18,0.376,17,5000.0,0
CLIENT_01971,31,Male,30622.19,0.31,15,39815.93,0
CLIENT_01972,56,Male,49081.37,0.675,22,13365.9,1
CLIENT_01973,50,Female,30907.83,0.657,8,13302.9,0
CLIENT_01974,36,Male,29066.83,0.433,2,39878.89,0
CLIENT_01975,54,Female,42196.04,0.086,7,5000.0,1
CLIENT_01976,28,Male,70275.22,0.298,3,5000.0,0
CLIENT_01977,33,Male,59908.9,0.284,11,24727.99,0
CLIENT_01978,51,Male,44548.45,0.699,30,29399.27,1
CLIENT_01979,42,Male,60623.72,0.12,24,32271.02,1
CLIENT_01980,52,Female,50372.37,0.695,15,20473.02,0
CLIENT_01981,45,Male,21602.14,0.585,13,62955.55,0
CLIENT_01982,41,Female,42097.25,0.636,12,21581.61,0
CLIENT_01983,58,Female,43536.81,0.396,6,21538.21,0
CLIENT_01984,25,Female,60233.81,0.594,11,13045.2,0
CLIENT_01985,49,Female,33670.59,0.537,3,26858.6,0
CLIENT_01986,65,Male,26746.71,0.665,1,34224.42,0
CLIENT_01987,41,Male,44089.06,0.407,34,43053.67,1
CLIENT_01988,45,Female,32091.51,0.428,2,5000.0,0
CLIENT_01989,53,Male,38529.82,0.565,3,21310.07,0
CLIENT_01990,62,Female,43382.41,0.136,11,31700.55,0
CLIENT_01991,57,Male,37339.12,0.399,18,33805.86,0
CLIENT_01992,55,Female,64263.65,0.828,9,25098.23,0
CLIENT_01993,57,Female,73285.9,0.08,0,33136.36,0
CLIENT_01994,23,Female,62258.21,0.303,16,12865.54,0
CLIENT_01995,36,Female,18000.0,0.301,15,48368.58,0
CLIENT_01996,55,Female,32160.53,0.557,8,39889.42,0
CLIENT_01997,57,Female,41426.96,0.135,8,5000.0,1
CLIENT_01998,27,Female,18000.0,0.553,8,8873.45,0
CLIENT_01999,60,Male,27482.17,0.126,11,9296.17,1
CLIENT_02000,63,Male,41171.4,0.126,14,35169.55,1
